category_name,subcategory_or_tool,tool_title,tool_url,gallery_index,source_url,saved_path,file_size,sha256,content_type,assigned_sku,assigned_name,assignment_reason,normalized_path
Hand Tools,Trowels,Trowels,https://www.columbiatools.com/columbia-tools/hand-tools/columbia-mud-pans-3/,6,https://www.columbiatools.com/wp-content/uploads/2025/03/1422gproflex-scaled.png,hand-tools/columbia-mud-pans-3/columbia-mud-pans-3_06.png,851010,355635c21cf852354bb8f5ac215a81890ad943fcce302e192d9a4b6db0df4a91,image/png,12-4.7-0.7-G-C,"Columbia Trowels - 12"" GOLD FINISHING TROWEL (12-4.7-0.7-G-C)",first_candidate_fallback,hand-tools/columbia-mud-pans-3/columbia-trowels-12-inch-gold-finishing-trowel-12-4.7-0.7-G-C-06.webp
Hand Tools,Trowels,Trowels,https://www.columbiatools.com/columbia-tools/hand-tools/columbia-mud-pans-3/,7,https://www.columbiatools.com/wp-content/uploads/2025/03/1422gsuperflex-scaled.png,hand-tools/columbia-mud-pans-3/columbia-mud-pans-3_07.png,786832,acb8f7e48e24eeba316f2b90206557fa25a0382baebfb08149906116ead2b5cb,image/png,12-4.7-0.7-G-C,"Columbia Trowels - 12"" GOLD FINISHING TROWEL (12-4.7-0.7-G-C)",family_extra_attached_to_first_assigned_sku,hand-tools/columbia-mud-pans-3/columbia-trowels-12-inch-gold-finishing-trowel-12-4.7-0.7-G-C-07.webp
Hand Tools,Trowels,Trowels,https://www.columbiatools.com/columbia-tools/hand-tools/columbia-mud-pans-3/,8,https://www.columbiatools.com/wp-content/uploads/2025/03/1422silvercurved-scaled.png,hand-tools/columbia-mud-pans-3/columbia-mud-pans-3_08.png,904869,438357126fa483a86b48bbadc9465c92276b4dc4c8257869b9bfb8f12bd59fbe,image/png,12-4.7-0.7-G-C,"Columbia Trowels - 12"" GOLD FINISHING TROWEL (12-4.7-0.7-G-C)",family_extra_attached_to_first_assigned_sku,hand-tools/columbia-mud-pans-3/columbia-trowels-12-inch-gold-finishing-trowel-12-4.7-0.7-G-C-08.webp
Hand Tools,Trowels,Trowels,https://www.columbiatools.com/columbia-tools/hand-tools/columbia-mud-pans-3/,9,https://www.columbiatools.com/wp-content/uploads/2025/03/1622gproflex-scaled.png,hand-tools/columbia-mud-pans-3/columbia-mud-pans-3_09.png,921843,095f1ff9ded75d6306b3ddcdd66faca576ef27b1f7d05fc0e2c9d7572cd77514,image/png,12-4.7-0.7-G-C,"Columbia Trowels - 12"" GOLD FINISHING TROWEL (12-4.7-0.7-G-C)",family_extra_attached_to_first_assigned_sku,hand-tools/columbia-mud-pans-3/columbia-trowels-12-inch-gold-finishing-trowel-12-4.7-0.7-G-C-09.webp
Hand Tools,Trowels,Trowels,https://www.columbiatools.com/columbia-tools/hand-tools/columbia-mud-pans-3/,10,https://www.columbiatools.com/wp-content/uploads/2025/03/1822-scaled.png,hand-tools/columbia-mud-pans-3/columbia-mud-pans-3_10.png,1024934,7786548fdde04a272b4474d3bc5b0686e8b689b6c5c7a13ff7c456ca0a61aaa3,image/png,12-4.7-0.7-G-C,"Columbia Trowels - 12"" GOLD FINISHING TROWEL (12-4.7-0.7-G-C)",family_extra_attached_to_first_assigned_sku,hand-tools/columbia-mud-pans-3/columbia-trowels-12-inch-gold-finishing-trowel-12-4.7-0.7-G-C-10.webp
Hand Tools,Bucket Scoops,Bucket Scoops,https://www.columbiatools.com/columbia-tools/hand-tools/three-way-knives-copy/,1,https://www.columbiatools.com/wp-content/uploads/2025/11/7-scaled.png,hand-tools/three-way-knives-copy/three-way-knives-copy_01.png,934793,be168c4bbb48dc893a7d5ca84cccef94751c3aa043161285b38ecf75accb2150,image/png,OPBS,Columbia Bucket Scoops - One Piece Bucket Scoop (OPBS),first_candidate_fallback,hand-tools/three-way-knives-copy/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-01.webp
Hand Tools,Bucket Scoops,Bucket Scoops,https://www.columbiatools.com/columbia-tools/hand-tools/three-way-knives-copy/,2,https://www.columbiatools.com/wp-content/uploads/2025/11/OB8A0261-scaled.png,hand-tools/three-way-knives-copy/three-way-knives-copy_02.png,732193,4b4c633ba0028f12d39ffca84b9682720657b63926544d5dd8c7d860827e6e70,image/png,OPBS,Columbia Bucket Scoops - One Piece Bucket Scoop (OPBS),family_extra_attached_to_first_assigned_sku,hand-tools/three-way-knives-copy/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-02.webp
Hand Tools,Bucket Scoops,Bucket Scoops,https://www.columbiatools.com/columbia-tools/hand-tools/three-way-knives-copy/,3,https://www.columbiatools.com/wp-content/uploads/2025/11/OB8A0403-scaled.png,hand-tools/three-way-knives-copy/three-way-knives-copy_03.png,706218,87d504cc173435308c7e1f9d69355bd1d99b305b5881b1335812317416f32964,image/png,OPBS,Columbia Bucket Scoops - One Piece Bucket Scoop (OPBS),family_extra_attached_to_first_assigned_sku,hand-tools/three-way-knives-copy/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-03.webp
Hand Tools,Bucket Scoops,Bucket Scoops,https://www.columbiatools.com/columbia-tools/hand-tools/three-way-knives-copy/,4,https://www.columbiatools.com/wp-content/uploads/2025/11/IMG_8996-copy-scaled.png,hand-tools/three-way-knives-copy/three-way-knives-copy_04.png,1653201,0c36c38327d61572be30552fc1c0160588616b7a083b0b80d89549c6c084c332,image/png,OPBS,Columbia Bucket Scoops - One Piece Bucket Scoop (OPBS),family_extra_attached_to_first_assigned_sku,hand-tools/three-way-knives-copy/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-04.webp
Automatic Tapers,Columbia One Predator Taper,Columbia One Predator Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/columbia-one-predator-taper/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/predatorfull.jpg,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper_01.jpg,101972,558d6aa8691079d38f91f331734c3c3a9f0d90857933ba94e864c8a6da4bdc5a,image/jpeg,PTAPER,Columbia One Predator Taper (PTAPER),single_candidate,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper-PTAPER-01.webp
Automatic Tapers,Columbia One Predator Taper,Columbia One Predator Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/columbia-one-predator-taper/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/predhead.jpg,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper_02.jpg,212499,5af52de35aa9d8327233131b30c85e347b78730e7ccf2e96e6e18361ed03c075,image/jpeg,PTAPER,Columbia One Predator Taper (PTAPER),single_candidate,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper-PTAPER-02.webp
Automatic Tapers,Columbia One Predator Taper,Columbia One Predator Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/columbia-one-predator-taper/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/predatorhead.jpg,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper_03.jpg,231740,9b33cb7b60f861c893be076047ffc969d026f2ada619d85079dead981e2ad769,image/jpeg,PTAPER,Columbia One Predator Taper (PTAPER),single_candidate,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper-PTAPER-03.webp
Automatic Tapers,Columbia One Predator Taper,Columbia One Predator Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/columbia-one-predator-taper/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper_04.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,PTAPER,Columbia One Predator Taper (PTAPER),single_candidate,automatic-tapers/columbia-one-predator-taper/columbia-one-predator-taper-PTAPER-04.webp
Automatic Tapers,Automatic Taper,Automatic Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/tapersquare.jpg,automatic-tapers/automatic-taper/automatic-taper_01.jpg,75421,89af0975fba93e8a250f203e8f14f3547d0aa4d82194fc00856d19f413f8505e,image/jpeg,TAPER,Columbia Automatic Taper (TAPER),single_candidate,automatic-tapers/automatic-taper/columbia-automatic-taper-TAPER-01.webp
Automatic Tapers,Automatic Taper,Automatic Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/taper.jpg,automatic-tapers/automatic-taper/automatic-taper_02.jpg,126988,543150f48120a2e95e308b6e3555028b31371924b61a502c568a7b5615807f11,image/jpeg,TAPER,Columbia Automatic Taper (TAPER),single_candidate,automatic-tapers/automatic-taper/columbia-automatic-taper-TAPER-02.webp
Automatic Tapers,Automatic Taper,Automatic Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/taperhead.jpg,automatic-tapers/automatic-taper/automatic-taper_03.jpg,256038,fb442afdca79d4ac77796859fb68b2c629447394673c5d9248922eabc6f9aac4,image/jpeg,TAPER,Columbia Automatic Taper (TAPER),single_candidate,automatic-tapers/automatic-taper/columbia-automatic-taper-TAPER-03.webp
Automatic Tapers,Automatic Taper,Automatic Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/pumpactionsquare.jpg,automatic-tapers/automatic-taper/automatic-taper_04.jpg,110026,ac5006896561240727d78ebe352d0a3e6cfa0a0553fbc9926f269f0f3b742be7,image/jpeg,TAPER,Columbia Automatic Taper (TAPER),single_candidate,automatic-tapers/automatic-taper/columbia-automatic-taper-TAPER-04.webp
Automatic Tapers,Automatic Taper,Automatic Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/,5,https://www.columbiatools.com/wp-content/uploads/2022/03/TAPER_3.jpg,automatic-tapers/automatic-taper/automatic-taper_05.jpg,52403,c30268f0f1ea7bdb6ca659d1cab46c1624a730b94e1207b425bfc8ac0dbc089b,image/jpeg,TAPER,Columbia Automatic Taper (TAPER),single_candidate,automatic-tapers/automatic-taper/columbia-automatic-taper-TAPER-05.webp
Automatic Tapers,Automatic Taper,Automatic Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/,6,https://www.columbiatools.com/wp-content/uploads/2022/03/TAPER_14.jpg,automatic-tapers/automatic-taper/automatic-taper_06.jpg,22334,3336c4f5cc7ded785bfd1cef4956cebeebdee915c8134d3d93dde8c4acab4021,image/jpeg,TAPER,Columbia Automatic Taper (TAPER),single_candidate,automatic-tapers/automatic-taper/columbia-automatic-taper-TAPER-06.webp
Automatic Tapers,Sawed Off Taper,Sawed Off Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/sawedofftapersquare.jpg,automatic-tapers/sawed-off-taper/sawed-off-taper_01.jpg,126821,95e57ad585a9bb951518720c1dac9295d592d792f8f87e6468684ff0c0bb09d1,image/jpeg,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",first_candidate_fallback,automatic-tapers/sawed-off-taper/columbia-sawed-off-taper-39-inch-STAPER-01.webp
Automatic Tapers,Sawed Off Taper,Sawed Off Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/taperhead-1.jpg,automatic-tapers/sawed-off-taper/sawed-off-taper_02.jpg,256038,fb442afdca79d4ac77796859fb68b2c629447394673c5d9248922eabc6f9aac4,image/jpeg,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",family_extra_attached_to_first_assigned_sku,automatic-tapers/sawed-off-taper/columbia-sawed-off-taper-39-inch-STAPER-02.webp
Automatic Tapers,Sawed Off Taper,Sawed Off Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/TAPER_3-1.jpg,automatic-tapers/sawed-off-taper/sawed-off-taper_03.jpg,52403,c30268f0f1ea7bdb6ca659d1cab46c1624a730b94e1207b425bfc8ac0dbc089b,image/jpeg,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",family_extra_attached_to_first_assigned_sku,automatic-tapers/sawed-off-taper/columbia-sawed-off-taper-39-inch-STAPER-03.webp
Automatic Tapers,Sawed Off Taper,Sawed Off Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/TAPER_14-1.jpg,automatic-tapers/sawed-off-taper/sawed-off-taper_04.jpg,22334,3336c4f5cc7ded785bfd1cef4956cebeebdee915c8134d3d93dde8c4acab4021,image/jpeg,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",family_extra_attached_to_first_assigned_sku,automatic-tapers/sawed-off-taper/columbia-sawed-off-taper-39-inch-STAPER-04.webp
Automatic Tapers,Sawed Off Taper,Sawed Off Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/,5,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,automatic-tapers/sawed-off-taper/sawed-off-taper_05.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",family_extra_attached_to_first_assigned_sku,automatic-tapers/sawed-off-taper/columbia-sawed-off-taper-39-inch-STAPER-05.webp
Automatic Tapers,Sawed Off Taper,Sawed Off Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/,6,https://www.columbiatools.com/wp-content/plugins/product-video-for-woocommerce//images/video_icon.png,automatic-tapers/sawed-off-taper/sawed-off-taper_06.png,11271,bc4cc4ebfdfd10839a8c82c000a91d87bc61e8d9c8894cc54d30056c450de43c,image/png,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",family_extra_attached_to_first_assigned_sku,automatic-tapers/sawed-off-taper/columbia-sawed-off-taper-39-inch-STAPER-06.webp
Pumps,Tall Boy Mud Pump,Tall Boy Mud Pump,https://www.columbiatools.com/columbia-tools/pumps/tall-boy-mud-pump/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/TallBoyPump.jpg,pumps/tall-boy-mud-pump/tall-boy-mud-pump_01.jpg,19889,0cb4b30c6a5e5c84c64b2a524d1f3a4f5ba80269a7dd60067a0cd73cece4e905,image/jpeg,TBMP,Columbia Tall Boy Mud Pump (TBMP),single_candidate,pumps/tall-boy-mud-pump/columbia-tall-boy-mud-pump-TBMP-01.webp
Pumps,Tall Boy Mud Pump,Tall Boy Mud Pump,https://www.columbiatools.com/columbia-tools/pumps/tall-boy-mud-pump/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,pumps/tall-boy-mud-pump/tall-boy-mud-pump_02.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,TBMP,Columbia Tall Boy Mud Pump (TBMP),single_candidate,pumps/tall-boy-mud-pump/columbia-tall-boy-mud-pump-TBMP-02.webp
Pumps,Mud Pump,Mud Pump,https://www.columbiatools.com/columbia-tools/pumps/mud-pump/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/TallBoyMudpumps.jpg,pumps/mud-pump/mud-pump_01.jpg,20604,4fa587d896c84a7ed838fc60f27481bf16e1cf706e8b1b65ef289b2c615264ac,image/jpeg,HMP,Columbia Mud Pump (HMP),single_candidate,pumps/mud-pump/columbia-mud-pump-HMP-01.webp
Pumps,Mud Pump,Mud Pump,https://www.columbiatools.com/columbia-tools/pumps/mud-pump/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,pumps/mud-pump/mud-pump_02.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,HMP,Columbia Mud Pump (HMP),single_candidate,pumps/mud-pump/columbia-mud-pump-HMP-02.webp
Pumps,Gooseneck,Gooseneck,https://www.columbiatools.com/columbia-tools/pumps/gooseneck/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/goosenecksquare.jpg,pumps/gooseneck/gooseneck_01.jpg,100256,0b47f6b25f6ee82718df9064cbd56de056b10ca533899a1a3beefeb96213d6b6,image/jpeg,GN,Columbia Gooseneck GN (GN),sequential_candidate_fallback,pumps/gooseneck/columbia-gooseneck-gn-GN-01.webp
Pumps,Gooseneck,Gooseneck,https://www.columbiatools.com/columbia-tools/pumps/gooseneck/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,pumps/gooseneck/gooseneck_02.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,GN,Columbia Gooseneck GN (GN),family_extra_attached_to_first_assigned_sku,pumps/gooseneck/columbia-gooseneck-gn-GN-02.webp
Pumps,Box Filler,Box Filler,https://www.columbiatools.com/columbia-tools/pumps/box-filler/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/boxfiller.jpg,pumps/box-filler/box-filler_01.jpg,178522,f8dd0c565e65f2875c1f86f1af6e3134224430f7b584b8d78618ba903b7b8710,image/jpeg,BF,Columbia Box Filler BF (BF),sequential_candidate_fallback,pumps/box-filler/columbia-box-filler-bf-BF-01.webp
Pumps,Box Filler,Box Filler,https://www.columbiatools.com/columbia-tools/pumps/box-filler/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,pumps/box-filler/box-filler_02.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,BF,Columbia Box Filler BF (BF),family_extra_attached_to_first_assigned_sku,pumps/box-filler/columbia-box-filler-bf-BF-02.webp
Pumps,Columbia X Graco PowerFill 3.5,Columbia X Graco PowerFill 3.5,https://www.columbiatools.com/columbia-tools/pumps/columbiapowerfill/,1,https://www.columbiatools.com/wp-content/uploads/2024/11/OB8A8143-1.png,pumps/columbiapowerfill/columbiapowerfill_01.png,2264228,255c31ee2b9999d10749e5b3f72552e40e723734bfb738117af4e36f088f1748,image/png,CPFP,Columbia X Graco PowerFill 3.5 Columbia PowerFill Pump (comes with box filler) (CPFP),sequential_candidate_fallback,pumps/columbiapowerfill/columbia-x-graco-powerfill-3-5-columbia-powerfill-pump-comes-with-box-CPFP-01.webp
Pumps,Columbia X Graco PowerFill 3.5,Columbia X Graco PowerFill 3.5,https://www.columbiatools.com/columbia-tools/pumps/columbiapowerfill/,2,https://www.columbiatools.com/wp-content/uploads/2024/11/CGBUCKET-1.png,pumps/columbiapowerfill/columbiapowerfill_02.png,4061031,8bedea7a90d8718249d68bb3f8e925fd9ccbba6cfccc99857c354aad7ad0b2a2,image/png,CPFP,Columbia X Graco PowerFill 3.5 Columbia PowerFill Pump (comes with box filler) (CPFP),family_extra_attached_to_first_assigned_sku,pumps/columbiapowerfill/columbia-x-graco-powerfill-3-5-columbia-powerfill-pump-comes-with-box-CPFP-02.webp
Smoothing Blades,Fat Boy Smoothing Blades,Fat Boy Smoothing Blades,https://www.columbiatools.com/columbia-tools/smoothing-blades/fatboy-smoothing-blades/,1,https://www.columbiatools.com/wp-content/uploads/2025/12/OB8A9659-scaled.png,smoothing-blades/fatboy-smoothing-blades/fatboy-smoothing-blades_01.png,875248,93a76379a03dfefcbda26f4c57308d36f47e4a9e7d0dd549ac2019012f6a51aa,image/png,FSB7,"Columbia Fat Boy Smoothing Blades 7"" (FSB7)",first_candidate_fallback,smoothing-blades/fatboy-smoothing-blades/columbia-fat-boy-smoothing-blades-7-inch-FSB7-01.webp
Smoothing Blades,Fat Boy Smoothing Blades,Fat Boy Smoothing Blades,https://www.columbiatools.com/columbia-tools/smoothing-blades/fatboy-smoothing-blades/,2,https://www.columbiatools.com/wp-content/uploads/2025/12/Untitled-13.png,smoothing-blades/fatboy-smoothing-blades/fatboy-smoothing-blades_02.png,1210245,a88be232df76aefde91e5d8539d35e393ce919c11a609893ca6f2c9e0d6b386c,image/png,FSB7,"Columbia Fat Boy Smoothing Blades 7"" (FSB7)",family_extra_attached_to_first_assigned_sku,smoothing-blades/fatboy-smoothing-blades/columbia-fat-boy-smoothing-blades-7-inch-FSB7-02.webp
Smoothing Blades,Fat Boy Smoothing Blades,Fat Boy Smoothing Blades,https://www.columbiatools.com/columbia-tools/smoothing-blades/fatboy-smoothing-blades/,3,https://www.columbiatools.com/wp-content/uploads/2025/12/FSBA3-Rinoa-Nina-Ramirez-1-scaled.png,smoothing-blades/fatboy-smoothing-blades/fatboy-smoothing-blades_03.png,624699,720df08acbe71270e36c477cdb9a21eefded0c2ebc52b5412b9ed5e2701fe00b,image/png,FSB7,"Columbia Fat Boy Smoothing Blades 7"" (FSB7)",family_extra_attached_to_first_assigned_sku,smoothing-blades/fatboy-smoothing-blades/columbia-fat-boy-smoothing-blades-7-inch-FSB7-03.webp
Finishing Boxes,Flat Boxes,Flat Boxes,https://www.columbiatools.com/columbia-tools/finishing-boxes/flat-boxes/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/2023flatbox.jpg,finishing-boxes/flat-boxes/flat-boxes_01.jpg,184031,afd98dd1ca274b80485cfba99ac37727a6c88f01e5ed719c8c3f31ea1ad7c5bb,image/jpeg,5.5FFB,"Columbia Flat Boxes 5.5"" (5.5FFB)",first_candidate_fallback,finishing-boxes/flat-boxes/columbia-flat-boxes-5-5-inch-5.5FFB-01.webp
Finishing Boxes,Flat Boxes,Flat Boxes,https://www.columbiatools.com/columbia-tools/finishing-boxes/flat-boxes/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox.jpg,finishing-boxes/flat-boxes/flat-boxes_02.jpg,125707,a987d996815ba963d35dd1615d5340bb9c07b5a941f5081f94df498a9cf89210,image/jpeg,5.5FFB,"Columbia Flat Boxes 5.5"" (5.5FFB)",family_extra_attached_to_first_assigned_sku,finishing-boxes/flat-boxes/columbia-flat-boxes-5-5-inch-5.5FFB-02.webp
Finishing Boxes,Flat Boxes,Flat Boxes,https://www.columbiatools.com/columbia-tools/finishing-boxes/flat-boxes/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,finishing-boxes/flat-boxes/flat-boxes_03.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,5.5FFB,"Columbia Flat Boxes 5.5"" (5.5FFB)",family_extra_attached_to_first_assigned_sku,finishing-boxes/flat-boxes/columbia-flat-boxes-5-5-inch-5.5FFB-03.webp
Finishing Boxes,Fat Boy Boxes,Fat Boy Boxes,https://www.columbiatools.com/columbia-tools/finishing-boxes/fat-boy-boxes/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/InsideTrackBoxFrontSmall.png,finishing-boxes/fat-boy-boxes/fat-boy-boxes_01.png,432634,aa4e6578249378f312de015b0daca9e979ca7a6f0b17f63330014eaf5398c811,image/png,8FBB,"Columbia Fat Boy Boxes 8"" (8FBB)",sequential_candidate_fallback,finishing-boxes/fat-boy-boxes/columbia-fat-boy-boxes-8-inch-8FBB-01.webp
Finishing Boxes,Fat Boy Boxes,Fat Boy Boxes,https://www.columbiatools.com/columbia-tools/finishing-boxes/fat-boy-boxes/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox-1.jpg,finishing-boxes/fat-boy-boxes/fat-boy-boxes_02.jpg,125707,a987d996815ba963d35dd1615d5340bb9c07b5a941f5081f94df498a9cf89210,image/jpeg,8FBB,"Columbia Fat Boy Boxes 8"" (8FBB)",family_extra_attached_to_first_assigned_sku,finishing-boxes/fat-boy-boxes/columbia-fat-boy-boxes-8-inch-8FBB-02.webp
Finishing Boxes,Fat Boy Boxes,Fat Boy Boxes,https://www.columbiatools.com/columbia-tools/finishing-boxes/fat-boy-boxes/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,finishing-boxes/fat-boy-boxes/fat-boy-boxes_03.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,8FBB,"Columbia Fat Boy Boxes 8"" (8FBB)",family_extra_attached_to_first_assigned_sku,finishing-boxes/fat-boy-boxes/columbia-fat-boy-boxes-8-inch-8FBB-03.webp
