category_name,subcategory_or_tool,tool_title,tool_url,gallery_index,source_url,saved_path,file_size,sha256,content_type,assigned_sku,assigned_name,assignment_reason,normalized_path
Corner Flushers,Standard Corner Flusher,Standard Corner Flusher,https://www.columbiatools.com/columbia-tools/corner-flushers/standard-corner-flusher/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5inchflusher-e1732573761504.png,corner-flushers/standard-corner-flusher/standard-corner-flusher_02.png,7128303,b028605dd2bdd34c8e607b048a7a7ad2b9a41e3ebc364a1e5a69ae4edbef89a5,image/png,2.5SF,"Columbia Standard Corner Flusher 2.5"" (2.5SF)",family_extra_attached_to_first_assigned_sku,corner-flushers/standard-corner-flusher/columbia-standard-corner-flusher-2-5-inch-2.5SF-02.webp
Corner Flushers,Standard Corner Flusher,Standard Corner Flusher,https://www.columbiatools.com/columbia-tools/corner-flushers/standard-corner-flusher/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-1.jpg,corner-flushers/standard-corner-flusher/standard-corner-flusher_03.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,2.5SF,"Columbia Standard Corner Flusher 2.5"" (2.5SF)",family_extra_attached_to_first_assigned_sku,corner-flushers/standard-corner-flusher/columbia-standard-corner-flusher-2-5-inch-2.5SF-03.webp
Corner Flushers,Direct Corner Flusher,Direct Corner Flusher,https://www.columbiatools.com/columbia-tools/corner-flushers/direct-corner-flusher/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Direct_Flusher_2.5DF.jpg,corner-flushers/direct-corner-flusher/direct-corner-flusher_01.jpg,56560,f23f4ddca998eb87ba609da7ac695a6018d176532abf0c375d4499f17efb4b13,image/jpeg,2.5DF,"Columbia Direct Corner Flusher 2.5"" (2.5DF)",matched_from_source_url,corner-flushers/direct-corner-flusher/columbia-direct-corner-flusher-2-5-inch-2.5DF-01.webp
Corner Flushers,Direct Corner Flusher,Direct Corner Flusher,https://www.columbiatools.com/columbia-tools/corner-flushers/direct-corner-flusher/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/Wide_Track_Direct_Flusher_3WTDF.jpg,corner-flushers/direct-corner-flusher/direct-corner-flusher_02.jpg,45054,44ed1e62baaf39b738ff816c8cbc6fd28f2fdb5375bed7ee350f032b00c3dfa8,image/jpeg,3WTDF,"Columbia Direct Corner Flusher 3"" Wide Track (3WTDF)",matched_from_source_url,corner-flushers/direct-corner-flusher/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp
Corner Flushers,Direct Corner Flusher,Direct Corner Flusher,https://www.columbiatools.com/columbia-tools/corner-flushers/direct-corner-flusher/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-1.jpg,corner-flushers/direct-corner-flusher/direct-corner-flusher_03.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,2.5DF,"Columbia Direct Corner Flusher 2.5"" (2.5DF)",family_extra_attached_to_first_assigned_sku,corner-flushers/direct-corner-flusher/columbia-direct-corner-flusher-2-5-inch-2.5DF-02.webp
Corner Flushers,Combo Flusher,Combo Flusher,https://www.columbiatools.com/columbia-tools/corner-flushers/combo-flusher/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/combo_flusher.jpg,corner-flushers/combo-flusher/combo-flusher_01.jpg,34705,392f1b2d2fc5cf836384a7f1a17f19eefde2f439256d1d45865c49871a56a2a6,image/jpeg,2.5CSF,"Columbia Combo Flusher 2.5"" (2.5CSF)",first_candidate_fallback,corner-flushers/combo-flusher/columbia-combo-flusher-2-5-inch-2.5CSF-01.webp
Semi Automatic Taper,Semi Automatic Taper,Semi Automatic Taper,https://www.columbiatools.com/columbia-tools/semi-automatic-taper/semi-automatic-taper/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/semiautotapersquare.jpg,semi-automatic-taper/semi-automatic-taper/semi-automatic-taper_01.jpg,173717,9ca1422038fd7596d68f22104667d1bba084ca0312a8a873b627f16cb53cde41,image/jpeg,SAT,Columbia Semi Automatic Taper (SAT),single_candidate,semi-automatic-taper/semi-automatic-taper/columbia-semi-automatic-taper-SAT-01.webp
Applicators,External Corner Applicator,External Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/external-corner-applicator/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/External_90_Aplicator_CEXT90_-_FRONT.jpg,applicators/external-corner-applicator/external-corner-applicator_01.jpg,42556,c55c73053a16e6046d018d3dc8d04b062154b4125a2e10db8776541cf4d03f6d,image/jpeg,CEXT90,Columbia External Corner Applicator (CEXT90),single_candidate,applicators/external-corner-applicator/columbia-external-corner-applicator-CEXT90-01.webp
Applicators,External Corner Applicator,External Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/external-corner-applicator/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/External_90_Applicator_CEXT90_-_BACK.jpg,applicators/external-corner-applicator/external-corner-applicator_02.jpg,57277,4bbee73f2004a2a01b384cef18a60059b5733c644bf6cec0a2f786b308b0af79,image/jpeg,CEXT90,Columbia External Corner Applicator (CEXT90),single_candidate,applicators/external-corner-applicator/columbia-external-corner-applicator-CEXT90-02.webp
Applicators,External Corner Applicator,External Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/external-corner-applicator/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-1.jpg,applicators/external-corner-applicator/external-corner-applicator_03.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,CEXT90,Columbia External Corner Applicator (CEXT90),single_candidate,applicators/external-corner-applicator/columbia-external-corner-applicator-CEXT90-03.webp
Applicators,Inside Corner Applicator,Inside Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/inside-corner-applicator/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/Inside_Corner_Applicator_4_Wheels_ICA1-4_-_BACK.jpg,applicators/inside-corner-applicator/inside-corner-applicator_01.jpg,48507,9c41c584d7b23ce608a997e7fd4a93c4e25ee469523f67df4d3f55f7f676ee1c,image/jpeg,ICA4-1,"Columbia Inside Corner Applicator 4"" (ICA4-1)",matched_from_source_url,applicators/inside-corner-applicator/columbia-inside-corner-applicator-4-inch-ICA4-1-01.webp
Applicators,Inside Corner Applicator,Inside Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/inside-corner-applicator/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/Inside_Corner_Applicator_4_Wheels_ICA1-4_-_FRONT.jpg,applicators/inside-corner-applicator/inside-corner-applicator_02.jpg,59920,d31d8223a2fab40ea5f2f5acf5331e171163390aeec55fe03579984baea8cce0,image/jpeg,ICA4-1,"Columbia Inside Corner Applicator 4"" (ICA4-1)",matched_from_source_url,applicators/inside-corner-applicator/columbia-inside-corner-applicator-4-inch-ICA4-1-02.webp
Applicators,Inside Corner Applicator,Inside Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/inside-corner-applicator/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/Inside_Corner_Applicator_2_Wheels_ICA1-2_-BACK.jpg,applicators/inside-corner-applicator/inside-corner-applicator_03.jpg,68374,923060cc495e68f6350446c005fde356db000b99e4ef55dc5b09ed2d2c0ea1a7,image/jpeg,ICA2-1,"Columbia Inside Corner Applicator 2"" (ICA2-1)",matched_from_source_url,applicators/inside-corner-applicator/columbia-inside-corner-applicator-2-inch-ICA2-1-01.webp
Applicators,Inside Corner Applicator,Inside Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/inside-corner-applicator/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/Inside_Corner_Applicator_2_Wheels_ICA-4_-_FRONT.jpg,applicators/inside-corner-applicator/inside-corner-applicator_04.jpg,63438,d52d101d0b2d6dac8928959b3cb29dc20f6baf2d5d3fa78ff48976f675415de5,image/jpeg,ICA2-1,"Columbia Inside Corner Applicator 2"" (ICA2-1)",matched_from_source_url,applicators/inside-corner-applicator/columbia-inside-corner-applicator-2-inch-ICA2-1-02.webp
Applicators,Two Way Internal Corner Applicator,Two Way Internal Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/two-way-internal-corner-applicator/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/Two-Way_Internal_Corner_Applicator_ICATW_-_BACK.jpg,applicators/two-way-internal-corner-applicator/two-way-internal-corner-applicator_01.jpg,43511,ffdd678a1860f73e60b33db2e1d91e1b34419b12c3a8bcb2c06454fe541a7fb1,image/jpeg,ICATW,Columbia Two Way Internal Corner Applicator (ICATW),single_candidate,applicators/two-way-internal-corner-applicator/columbia-two-way-internal-corner-applicator-ICATW-01.webp
Applicators,Two Way Internal Corner Applicator,Two Way Internal Corner Applicator,https://www.columbiatools.com/columbia-tools/applicators/two-way-internal-corner-applicator/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/Two_Way_Internal_Corner_Applicator_ICATW_-_FRONT.jpg,applicators/two-way-internal-corner-applicator/two-way-internal-corner-applicator_02.jpg,57078,6b278e2b81b714bcde4a9586b00baff31332401fbf677cc1800dc2214f3ac7ed,image/jpeg,ICATW,Columbia Two Way Internal Corner Applicator (ICATW),single_candidate,applicators/two-way-internal-corner-applicator/columbia-two-way-internal-corner-applicator-ICATW-02.webp
Applicators,Flat Applicators,Flat Applicators,https://www.columbiatools.com/columbia-tools/applicators/flat-applicators/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/flatapplicatorsquare.jpg,applicators/flat-applicators/flat-applicators_01.jpg,249304,0b29eb8106a879fb78eb3569db0be6c1a58df24d5f8dea705f88310dbe879d57,image/jpeg,CFLT,Columbia Flat Applicators (CFLT),single_candidate,applicators/flat-applicators/columbia-flat-applicators-CFLT-01.webp
Handles,Columbia One,Columbia One,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/C1H.jpg,handles/columbia-one/columbia-one_01.jpg,25310,c4c8839c0dc80cf0a722263c09b8696a7ff7fb23d814c1566ed54e1246312698,image/jpeg,C1H,"Columbia One 1"" (C1H)",matched_from_source_url,handles/columbia-one/columbia-one-1-inch-C1H-01.webp
Handles,Columbia One,Columbia One,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquare.jpg,handles/columbia-one/columbia-one_02.jpg,23000,f40f85effe910db91d7599fe771b22deaef74f03f003329f9f251e5730dfff12,image/jpeg,C1H,"Columbia One 1"" (C1H)",family_extra_attached_to_first_assigned_sku,handles/columbia-one/columbia-one-1-inch-C1H-02.webp
Handles,Columbia One,Columbia One,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/stubbysmall.jpg,handles/columbia-one/columbia-one_03.jpg,124940,ca70c75f224fb0faf1babaa9af31b03c66de9d9c88fc4d471c5590336585ad1d,image/jpeg,C1H,"Columbia One 1"" (C1H)",family_extra_attached_to_first_assigned_sku,handles/columbia-one/columbia-one-1-inch-C1H-03.webp
Handles,Columbia One,Columbia One,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquaredisplay.jpg,handles/columbia-one/columbia-one_04.jpg,738734,0a4a3e82c07eb86b7bb3519fd1f84f16ab7214c971c2b2b80805381c9d937c33,image/jpeg,C1H,"Columbia One 1"" (C1H)",family_extra_attached_to_first_assigned_sku,handles/columbia-one/columbia-one-1-inch-C1H-04.webp
Handles,Columbia One,Columbia One,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,5,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-2.jpg,handles/columbia-one/columbia-one_05.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,C1H,"Columbia One 1"" (C1H)",family_extra_attached_to_first_assigned_sku,handles/columbia-one/columbia-one-1-inch-C1H-05.webp
Handles,The Matrix Box Handles,The Matrix Box Handles,https://www.columbiatools.com/columbia-tools/handles/the-matrix-box-handles/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/matrixsquare.jpg,handles/the-matrix-box-handles/the-matrix-box-handles_01.jpg,52295,a5042709e1172f567e6ed4d91afdd4d7bfa0cd274dd7507e00f480dac1d05eb7,image/jpeg,MHS,"Columbia The Matrix Box Handles 29"" (MHS)",first_candidate_fallback,handles/the-matrix-box-handles/columbia-the-matrix-box-handles-29-inch-MHS-01.webp
Handles,The Matrix Box Handles,The Matrix Box Handles,https://www.columbiatools.com/columbia-tools/handles/the-matrix-box-handles/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/Untitled-1-1.jpg,handles/the-matrix-box-handles/the-matrix-box-handles_02.jpg,177815,d3f4bad09aea19e6006c885332306a933afd4718bc4ad8a528fcf79fd194033b,image/jpeg,MHS,"Columbia The Matrix Box Handles 29"" (MHS)",family_extra_attached_to_first_assigned_sku,handles/the-matrix-box-handles/columbia-the-matrix-box-handles-29-inch-MHS-02.webp
Handles,The Matrix Box Handles,The Matrix Box Handles,https://www.columbiatools.com/columbia-tools/handles/the-matrix-box-handles/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/matrix2.jpg,handles/the-matrix-box-handles/the-matrix-box-handles_03.jpg,176319,52f5e04f38fda68918d5383041c1c3883b64c41e1ee57e2e004dea8bc1dc887b,image/jpeg,MHS,"Columbia The Matrix Box Handles 29"" (MHS)",family_extra_attached_to_first_assigned_sku,handles/the-matrix-box-handles/columbia-the-matrix-box-handles-29-inch-MHS-03.webp
Handles,The Matrix Box Handles,The Matrix Box Handles,https://www.columbiatools.com/columbia-tools/handles/the-matrix-box-handles/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/matrix4.jpg,handles/the-matrix-box-handles/the-matrix-box-handles_04.jpg,62232,4cb3deb830619663c4d390b7ffac5dc15edf78e48d07b873de685ab58850c9ca,image/jpeg,MHS,"Columbia The Matrix Box Handles 29"" (MHS)",family_extra_attached_to_first_assigned_sku,handles/the-matrix-box-handles/columbia-the-matrix-box-handles-29-inch-MHS-04.webp
Handles,The Matrix Box Handles,The Matrix Box Handles,https://www.columbiatools.com/columbia-tools/handles/the-matrix-box-handles/,5,https://www.columbiatools.com/wp-content/uploads/2022/03/matrix3.jpg,handles/the-matrix-box-handles/the-matrix-box-handles_05.jpg,142528,df83c6833e7a6bb7e16d53d1fb7902a40e33bd363151dbe5a5beaf2a024b96ff,image/jpeg,MHS,"Columbia The Matrix Box Handles 29"" (MHS)",family_extra_attached_to_first_assigned_sku,handles/the-matrix-box-handles/columbia-the-matrix-box-handles-29-inch-MHS-05.webp
Handles,The Matrix Box Handles,The Matrix Box Handles,https://www.columbiatools.com/columbia-tools/handles/the-matrix-box-handles/,6,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-1-1.jpg,handles/the-matrix-box-handles/the-matrix-box-handles_06.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,MHS,"Columbia The Matrix Box Handles 29"" (MHS)",family_extra_attached_to_first_assigned_sku,handles/the-matrix-box-handles/columbia-the-matrix-box-handles-29-inch-MHS-06.webp
Handles,Long Extendible Handle,Long Extendible Handle,https://www.columbiatools.com/columbia-tools/handles/long-extendible-handle/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/corner_roller_handle_extendible_copy.jpg,handles/long-extendible-handle/long-extendible-handle_01.jpg,73814,c29796b4c4238500b6919c06ca94a8a667af9be8f434c4985ac3e8cc5f2fa0e8,image/jpeg,CHXL,Columbia Long Extendible Handle (CHXL),single_candidate,handles/long-extendible-handle/columbia-long-extendible-handle-CHXL-01.webp
Handles,Long Extendible Handle,Long Extendible Handle,https://www.columbiatools.com/columbia-tools/handles/long-extendible-handle/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-2-1.jpg,handles/long-extendible-handle/long-extendible-handle_02.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,CHXL,Columbia Long Extendible Handle (CHXL),single_candidate,handles/long-extendible-handle/columbia-long-extendible-handle-CHXL-02.webp
Handles,Twist Lock Handle,Twist Lock Handle,https://www.columbiatools.com/columbia-tools/handles/twist-lock-handle/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/twistlocksquare.jpg,handles/twist-lock-handle/twist-lock-handle_01.jpg,80587,2470147224182244209f705916b0a458a461855869836711ffe114459de8aca4,image/jpeg,TL3-8,Columbia Twist Lock Handle (TL3-8),single_candidate,handles/twist-lock-handle/columbia-twist-lock-handle-TL3-8-01.webp
Handles,Twist Lock Handle,Twist Lock Handle,https://www.columbiatools.com/columbia-tools/handles/twist-lock-handle/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/twistlockheadsquare.jpg,handles/twist-lock-handle/twist-lock-handle_02.jpg,106035,1906c8baa78e1f2b3eeee927a63ed8a21da6c9bcf260baf8edd2b3ca147ec0d7,image/jpeg,TL3-8,Columbia Twist Lock Handle (TL3-8),single_candidate,handles/twist-lock-handle/columbia-twist-lock-handle-TL3-8-02.webp
Compound Tubes,Compound Tubes,Compound Tubes,https://www.columbiatools.com/columbia-tools/compound-tubes/compound-tubes/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/compoundtubesquare.jpg,compound-tubes/compound-tubes/compound-tubes_01.jpg,78389,93ebe97758f3bc175d10b78c8b8f2e43e65a9b6dd2e5f2f08710a1de4b7713b7,image/jpeg,CMT24,"Columbia Compound Tubes 24"" (CMT24)",first_candidate_fallback,compound-tubes/compound-tubes/columbia-compound-tubes-24-inch-CMT24-01.webp
Compound Tubes,Compound Tubes,Compound Tubes,https://www.columbiatools.com/columbia-tools/compound-tubes/compound-tubes/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-1.jpg,compound-tubes/compound-tubes/compound-tubes_02.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,CMT24,"Columbia Compound Tubes 24"" (CMT24)",family_extra_attached_to_first_assigned_sku,compound-tubes/compound-tubes/columbia-compound-tubes-24-inch-CMT24-02.webp
Compound Tubes,Cam Lock Tube,Cam Lock Tube,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare.jpg,compound-tubes/cam-lock-tube/cam-lock-tube_01.jpg,80141,895f343b83f8e636584cc678e362e0a99bd6b3b7968705cdb6cf5e60845d53ca,image/jpeg,CLT24,"Columbia Cam Lock Tube 24"" (CLT24)",first_candidate_fallback,compound-tubes/cam-lock-tube/columbia-cam-lock-tube-24-inch-CLT24-01.webp
Compound Tubes,Cam Lock Tube,Cam Lock Tube,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare2.jpg,compound-tubes/cam-lock-tube/cam-lock-tube_02.jpg,188554,554d432c28d255f41f8874297339d3087eff7aea80f1d304a81f9856051e88e4,image/jpeg,CLT24,"Columbia Cam Lock Tube 24"" (CLT24)",family_extra_attached_to_first_assigned_sku,compound-tubes/cam-lock-tube/columbia-cam-lock-tube-24-inch-CLT24-02.webp
Compound Tubes,Cam Lock Tube,Cam Lock Tube,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-1.jpg,compound-tubes/cam-lock-tube/cam-lock-tube_03.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,CLT24,"Columbia Cam Lock Tube 24"" (CLT24)",family_extra_attached_to_first_assigned_sku,compound-tubes/cam-lock-tube/columbia-cam-lock-tube-24-inch-CLT24-03.webp
Compound Tubes,Cam Lock Tube Box Filler,Cam Lock Tube Box Filler,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube-box-filler/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/boxfillerattachment4smallsquare.jpg,compound-tubes/cam-lock-tube-box-filler/cam-lock-tube-box-filler_01.jpg,99456,d67305272ad12402fab53a7b08909ae19d647aa862100f0519737780fe94618f,image/jpeg,CLTBF,Columbia Cam Lock Tube Box Filler (CLTBF),single_candidate,compound-tubes/cam-lock-tube-box-filler/columbia-cam-lock-tube-box-filler-CLTBF-01.webp
Compound Tubes,Cam Lock Tube Box Filler,Cam Lock Tube Box Filler,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube-box-filler/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/boxfillerattachmentsmallsquare.jpg,compound-tubes/cam-lock-tube-box-filler/cam-lock-tube-box-filler_02.jpg,186806,58949d609cd847c1b0b8df236e0974a4c1a59c2ed1479f33d873583efd4f7f13,image/jpeg,CLTBF,Columbia Cam Lock Tube Box Filler (CLTBF),single_candidate,compound-tubes/cam-lock-tube-box-filler/columbia-cam-lock-tube-box-filler-CLTBF-02.webp
Compound Tubes,Cam Lock Tube Box Filler,Cam Lock Tube Box Filler,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube-box-filler/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/boxfillerattachment2smallsquare.jpg,compound-tubes/cam-lock-tube-box-filler/cam-lock-tube-box-filler_03.jpg,162499,cf220dd9937eb2b253f30f773f6f894c5638fc7d09b9980eceb340e35a97c721,image/jpeg,CLTBF,Columbia Cam Lock Tube Box Filler (CLTBF),single_candidate,compound-tubes/cam-lock-tube-box-filler/columbia-cam-lock-tube-box-filler-CLTBF-03.webp
Compound Tubes,Cam Lock Tube Box Filler,Cam Lock Tube Box Filler,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube-box-filler/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/boxfillerattachment3smallsquare.jpg,compound-tubes/cam-lock-tube-box-filler/cam-lock-tube-box-filler_04.jpg,139301,edc745f438ddb1481c0282f87190bb9eec530defdf783a6e056aa514ec1c43c1,image/jpeg,CLTBF,Columbia Cam Lock Tube Box Filler (CLTBF),single_candidate,compound-tubes/cam-lock-tube-box-filler/columbia-cam-lock-tube-box-filler-CLTBF-04.webp
Compound Tubes,Cam Lock Tube Box Filler,Cam Lock Tube Box Filler,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube-box-filler/,5,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall-1.jpg,compound-tubes/cam-lock-tube-box-filler/cam-lock-tube-box-filler_05.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,CLTBF,Columbia Cam Lock Tube Box Filler (CLTBF),single_candidate,compound-tubes/cam-lock-tube-box-filler/columbia-cam-lock-tube-box-filler-CLTBF-05.webp
Grooved Mud Heads,Inside 90 Grooved Mud Heads,Inside 90 Grooved Mud Heads,https://www.columbiatools.com/columbia-tools/grooved-mud-heads/inside-90-grooved-mud-heads/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/mudheadsquare.jpg,grooved-mud-heads/inside-90-grooved-mud-heads/inside-90-grooved-mud-heads_01.jpg,107747,4c11c40c022e089c3c1bf26c66c1d0171e55d29c89e65fd42e94fa13010e5f24,image/jpeg,IA90,Columbia Inside 90 Grooved Mud Heads (IA90),single_candidate,grooved-mud-heads/inside-90-grooved-mud-heads/columbia-inside-90-grooved-mud-heads-IA90-01.webp
Grooved Mud Heads,Flat Grooved Mud Heads,Flat Grooved Mud Heads,https://www.columbiatools.com/columbia-tools/grooved-mud-heads/flat-grooved-mud-heads/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/FMH.jpg,grooved-mud-heads/flat-grooved-mud-heads/flat-grooved-mud-heads_01.jpg,15406,1514c18748bc0eba5d766ec22799e0d2cf21a2122acf3b41c839456e3d9443f9,image/jpeg,FMH,Columbia Flat Grooved Mud Heads (FMH),single_candidate,grooved-mud-heads/flat-grooved-mud-heads/columbia-flat-grooved-mud-heads-FMH-01.webp
